AIRPORT_NAME,AIRPORT_ZIP_CODE,DEPARTURE_CODE,DOMESTIC_CODE,TICKETS_SOLD,TAIL_NUMBER,PLANE_MODEL,DESTINATION_CODE,DEPARTING_DELAY,SCHEDULED_DEPARTURE_UTC
Charlotte Douglas International Airport,28208,CLT,UA,95,#U811HLA,Boeing 737,ATL,0,2024-07-29 09:25:00.000
Miami International Airport,33126,MIA,UA,183,#F911XBR,Boeing 767,IAH,0,2024-07-29 09:26:00.000
Denver International Airport,80249,DEN,AA,134,#D861YXL,Boeing 737,MIA,0,2024-07-29 09:26:00.000
O'Hare International Airport,60666,ORD,UA,234,#N585XWR,Airbus A340,SFO,0,2024-07-29 10:06:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,315,#B096ICC,Airbus A340,JFK,0,2024-07-29 10:10:00.000
Miami International Airport,33126,MIA,UA,114,#X256DKG,Boeing 737,EWR,0,2024-07-29 10:11:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,218,#L089YKI,Boeing 787 Dreamliner,JFK,0,2024-07-29 10:11:00.000
Los Angeles International Airport,90045,LAX,DLTA,206,#R167CIK,Airbus A350,EWR,0,2024-07-29 10:12:00.000
Harry Reid International Airport,89119,LAS,AA,130,#Z354NVT,Airbus A320,DEN,0,2024-07-29 10:12:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,277,#E433HYX,Boeing 767,ORD,1,2024-07-29 10:12:00.000
George Bush Intercontinental Airport,77032,IAH,DLTA,275,#Z288IDP,Boeing 787 Dreamliner,EWR,0,2024-07-29 10:13:00.000
Orlando International Airport,32827,MCO,UA,96,#S942ESZ,Airbus A320,MIA,0,2024-07-29 10:18:00.000
San Francisco International Airport,94128,SFO,UA,225,#O160NWN,Airbus A350,DEN,0,2024-07-29 10:19:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,245,#Y300QKG,Airbus A350,DEN,0,2024-07-29 10:19:00.000
Logan International Airport,02128,BOS,AA,110,#H592OUW,Airbus A320neo,CLT,0,2024-07-29 10:22:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,128,#X647MUK,Airbus A320neo,CLT,0,2024-07-29 10:25:00.000
Denver International Airport,80249,DEN,UA,227,#B682PPC,Boeing 777,PHX,0,2024-07-29 10:25:00.000
Newark Liberty International Airport,07114,EWR,AA,206,#H117HUG,Boeing 767,SEA,0,2024-07-29 10:25:00.000
John F. Kennedy International Airport,11430,JFK,AA,115,#Y149TUA,Airbus A320neo,ATL,0,2024-07-29 10:27:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,DLTA,293,#N263PLI,Boeing 777,LAX,0,2024-07-29 10:28:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,268,#C751NJG,Airbus A350,CLT,0,2024-07-29 10:29:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,317,#D404MDH,Boeing 777,MIA,0,2024-07-29 11:10:00.000
Logan International Airport,02128,BOS,AA,291,#H256LSP,Boeing 747,MIA,0,2024-07-29 11:10:00.000
San Francisco International Airport,94128,SFO,UA,305,#X449YDU,Boeing 777,ATL,0,2024-07-29 11:11:00.000
Miami International Airport,33126,MIA,AA,253,#H114ZQE,Boeing 777,CLT,0,2024-07-29 11:11:00.000
Newark Liberty International Airport,07114,EWR,AA,151,#Y062VWG,Boeing 737 MAX,PHX,0,2024-07-29 11:12:00.000
Denver International Airport,80249,DEN,DLTA,104,#S114MRG,Airbus A320,IAH,0,2024-07-29 11:13:00.000
Orlando International Airport,32827,MCO,UA,268,#F734EKB,Boeing 787 Dreamliner,LAX,0,2024-07-29 11:14:00.000
Harry Reid International Airport,89119,LAS,AA,93,#K021ZVZ,Boeing 737,IAH,0,2024-07-29 11:14:00.000
John F. Kennedy International Airport,11430,JFK,UA,196,#X856BMO,Airbus A330,BOS,0,2024-07-29 11:19:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,UA,298,#N849ENL,Boeing 747,EWR,0,2024-07-29 11:19:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,348,#R445CEI,Airbus A380,JFK,0,2024-07-29 11:22:00.000
Los Angeles International Airport,90045,LAX,UA,152,#T783WYR,Boeing 737 MAX,DFW,0,2024-07-29 11:23:00.000
George Bush Intercontinental Airport,77032,IAH,DLTA,236,#O548EBB,Boeing 777,BOS,0,2024-07-29 11:24:00.000
O'Hare International Airport,60666,ORD,AA,123,#B410JAS,Airbus A320neo,MCO,0,2024-07-29 11:24:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,UA,287,#R370GVI,Boeing 747,BOS,0,2024-07-29 11:25:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,110,#C699LXU,Boeing 737,DFW,0,2024-07-29 11:27:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,255,#U032TKI,Boeing 777,ORD,0,2024-07-29 11:28:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,134,#N260EOD,Boeing 737 MAX,DFW,0,2024-07-29 11:29:00.000
Orlando International Airport,32827,MCO,DLTA,299,#P306YSD,Boeing 787 Dreamliner,SFO,0,2024-07-29 12:18:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,110,#H410VUB,Airbus A320neo,FLL,0,2024-07-29 12:19:00.000
George Bush Intercontinental Airport,77032,IAH,DLTA,256,#Z423RAJ,Airbus A340,SEA,0,2024-07-29 12:25:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,UA,135,#V759BDG,Airbus A320,SEA,0,2024-07-29 12:25:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,375,#P524FRV,Airbus A380,SFO,0,2024-07-29 12:27:00.000
Seattle–Tacoma International Airport,98158,SEA,AA,218,#W860MJH,Airbus A350,FLL,0,2024-07-29 12:27:00.000
Logan International Airport,02128,BOS,DLTA,102,#Z107INC,Boeing 737,FLL,0,2024-07-29 12:28:00.000
Harry Reid International Airport,89119,LAS,UA,470,#U211ZGS,Airbus A380,MIA,0,2024-07-29 12:28:00.000
Miami International Airport,33126,MIA,UA,116,#J958DMF,Boeing 737 MAX,DFW,0,2024-07-29 12:28:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,147,#R452UYW,Airbus A320neo,MSP,0,2024-07-29 12:30:00.000
San Francisco International Airport,94128,SFO,AA,375,#M525MFQ,Airbus A380,ORD,0,2024-07-29 12:32:00.000
Newark Liberty International Airport,07114,EWR,DLTA,100,#F285IRM,Airbus A320,LAX,0,2024-07-29 12:33:00.000
Denver International Airport,80249,DEN,AA,444,#U294WVG,Airbus A380,JFK,0,2024-07-29 12:33:00.000
Los Angeles International Airport,90045,LAX,DLTA,420,#E390UZZ,Airbus A380,MIA,0,2024-07-29 12:34:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,198,#V640PXJ,Airbus A330,LAS,0,2024-07-29 12:36:00.000
O'Hare International Airport,60666,ORD,DLTA,242,#X567DIA,Boeing 767,EWR,0,2024-07-29 12:37:00.000
John F. Kennedy International Airport,11430,JFK,UA,378,#A624WRN,Airbus A380,LAX,0,2024-07-29 12:37:00.000
Dallas/Fort Worth International Airport,75261,DFW,AA,135,#N312GSQ,Boeing 737,MCO,0,2024-07-29 12:39:00.000
San Francisco International Airport,94128,SFO,UA,156,#I849FYV,Boeing 737 MAX,IAH,0,2024-07-29 13:20:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,360,#S705GWP,Boeing 747,PHX,0,2024-07-29 13:21:00.000
Denver International Airport,80249,DEN,UA,227,#G145OGF,Airbus A330,MCO,0,2024-07-29 13:22:00.000
Newark Liberty International Airport,07114,EWR,AA,327,#S153RHA,Boeing 747,FLL,1,2024-07-29 13:23:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,182,#M915WZV,Boeing 767,ATL,0,2024-07-29 13:23:00.000
John F. Kennedy International Airport,11430,JFK,AA,92,#F434OMB,Boeing 737,SFO,0,2024-07-29 13:25:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,338,#A146HCQ,Airbus A340,BOS,0,2024-07-29 13:26:00.000
Logan International Airport,02128,BOS,UA,280,#J624JIM,Airbus A350,SEA,0,2024-07-29 13:28:00.000
Orlando International Airport,32827,MCO,AA,101,#W996DKV,Airbus A320neo,EWR,0,2024-07-29 13:28:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,326,#I422HCG,Boeing 747,IAH,0,2024-07-29 13:29:00.000
Harry Reid International Airport,89119,LAS,DLTA,419,#W619FLC,Airbus A380,ATL,0,2024-07-29 13:29:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,161,#O228XPF,Boeing 737 MAX,JFK,0,2024-07-29 13:35:00.000
O'Hare International Airport,60666,ORD,UA,101,#U880TIY,Boeing 737,DEN,0,2024-07-29 13:35:00.000
George Bush Intercontinental Airport,77032,IAH,AA,135,#F194NOZ,Airbus A320,ORD,0,2024-07-29 13:37:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,272,#J096QBP,Boeing 787 Dreamliner,BOS,0,2024-07-29 13:40:00.000
Miami International Airport,33126,MIA,UA,110,#W200LRR,Boeing 737,LAS,0,2024-07-29 13:40:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,252,#O537IXO,Airbus A350,DEN,0,2024-07-29 13:41:00.000
Los Angeles International Airport,90045,LAX,UA,212,#X652SNT,Airbus A330,BOS,0,2024-07-29 13:41:00.000
Orlando International Airport,32827,MCO,AA,218,#C918YDT,Boeing 787 Dreamliner,ATL,0,2024-07-29 14:23:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,356,#L761GUQ,Boeing 747,SEA,0,2024-07-29 14:24:00.000
Charlotte Douglas International Airport,28208,CLT,UA,261,#L237GCN,Boeing 747,BOS,0,2024-07-29 14:27:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,106,#C433RTP,Airbus A320,ATL,0,2024-07-29 14:28:00.000
Logan International Airport,02128,BOS,AA,308,#H905UWV,Airbus A340,ORD,0,2024-07-29 14:28:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,UA,103,#Y399SOB,Airbus A320neo,BOS,0,2024-07-29 14:29:00.000
San Francisco International Airport,94128,SFO,DLTA,227,#A774MVF,Boeing 777,MIA,0,2024-07-29 14:29:00.000
Harry Reid International Airport,89119,LAS,UA,154,#R913OFK,Boeing 737 MAX,FLL,0,2024-07-29 14:30:00.000
Miami International Airport,33126,MIA,UA,273,#C350XZX,Airbus A350,JFK,0,2024-07-29 14:30:00.000
Denver International Airport,80249,DEN,AA,278,#X001KLF,Boeing 747,ATL,0,2024-07-29 14:30:00.000
Los Angeles International Airport,90045,LAX,DLTA,286,#Q699TCH,Boeing 747,DEN,0,2024-07-29 14:32:00.000
Newark Liberty International Airport,07114,EWR,DLTA,478,#A591OGD,Airbus A380,CLT,0,2024-07-29 14:34:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,108,#F929XPA,Boeing 737,DFW,0,2024-07-29 14:40:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,140,#N498DZX,Boeing 737 MAX,ATL,0,2024-07-29 14:41:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,UA,239,#K074FBY,Airbus A340,DEN,0,2024-07-29 14:42:00.000
O'Hare International Airport,60666,ORD,DLTA,221,#O534VUS,Airbus A330,BOS,0,2024-07-29 14:45:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,228,#U963NQB,Airbus A340,ORD,0,2024-07-29 14:46:00.000
George Bush Intercontinental Airport,77032,IAH,DLTA,461,#A488SNO,Airbus A380,LAX,0,2024-07-29 14:47:00.000
Newark Liberty International Airport,07114,EWR,UA,283,#K739WKD,Airbus A340,LAS,0,2024-07-29 15:26:00.000
Harry Reid International Airport,89119,LAS,UA,174,#F548YCU,Boeing 767,SFO,0,2024-07-29 15:26:00.000
San Francisco International Airport,94128,SFO,DLTA,128,#U566YED,Airbus A320,JFK,0,2024-07-29 15:28:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,102,#F461FVX,Airbus A320,LAX,0,2024-07-29 15:33:00.000
George Bush Intercontinental Airport,77032,IAH,UA,238,#X996DNQ,Airbus A330,DEN,0,2024-07-29 15:35:00.000
Phoenix Sky Harbor International Airport,85034,PHX,DLTA,142,#O576TFD,Boeing 737 MAX,LAS,0,2024-07-29 15:35:00.000
John F. Kennedy International Airport,11430,JFK,UA,91,#Z161MIJ,Airbus A320,MCO,0,2024-07-29 15:36:00.000
Denver International Airport,80249,DEN,AA,203,#K344RAR,Airbus A350,FLL,0,2024-07-29 15:38:00.000
Seattle–Tacoma International Airport,98158,SEA,AA,118,#G432WVJ,Airbus A320,LAX,0,2024-07-29 15:38:00.000
Miami International Airport,33126,MIA,AA,355,#T367SWF,Airbus A380,ATL,0,2024-07-29 15:44:00.000
Los Angeles International Airport,90045,LAX,DLTA,343,#S775MHR,Boeing 747,FLL,0,2024-07-29 15:45:00.000
Dallas/Fort Worth International Airport,75261,DFW,AA,399,#E622KHH,Airbus A380,SFO,0,2024-07-29 15:46:00.000
O'Hare International Airport,60666,ORD,AA,323,#D822FJW,Airbus A340,SEA,0,2024-07-29 15:46:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,281,#B483XMJ,Boeing 777,PHX,0,2024-07-29 15:48:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,DLTA,233,#T409LHP,Boeing 767,DEN,0,2024-07-29 15:49:00.000
Logan International Airport,02128,BOS,AA,91,#G847SEN,Airbus A320,IAH,0,2024-07-29 15:50:00.000
Orlando International Airport,32827,MCO,DLTA,143,#N734IWK,Boeing 737 MAX,ORD,0,2024-07-29 15:50:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,122,#X757PAF,Boeing 737,SEA,0,2024-07-29 15:51:00.000
Charlotte Douglas International Airport,28208,CLT,UA,239,#S619PIJ,Boeing 767,MCO,1,2024-07-29 16:31:00.000
Los Angeles International Airport,90045,LAX,UA,252,#J341OGV,Airbus A350,IAH,0,2024-07-29 16:32:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,113,#W294ESM,Airbus A320neo,MSP,0,2024-07-29 16:36:00.000
Orlando International Airport,32827,MCO,AA,126,#D199MHM,Boeing 737 MAX,PHX,0,2024-07-29 16:36:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,255,#N899GHY,Boeing 777,DFW,0,2024-07-29 16:37:00.000
San Francisco International Airport,94128,SFO,AA,202,#E516SXT,Airbus A330,EWR,0,2024-07-29 16:38:00.000
Phoenix Sky Harbor International Airport,85034,PHX,DLTA,310,#U174VMS,Airbus A340,LAX,0,2024-07-29 16:39:00.000
Harry Reid International Airport,89119,LAS,DLTA,132,#N171ERH,Airbus A320neo,MCO,0,2024-07-29 16:40:00.000
Seattle–Tacoma International Airport,98158,SEA,AA,118,#V314PKU,Boeing 737 MAX,LAS,0,2024-07-29 16:41:00.000
George Bush Intercontinental Airport,77032,IAH,UA,347,#A779DUF,Boeing 747,MSP,0,2024-07-29 16:43:00.000
Newark Liberty International Airport,07114,EWR,DLTA,129,#T024RXJ,Airbus A320neo,SFO,0,2024-07-29 16:43:00.000
Logan International Airport,02128,BOS,AA,355,#U147WSN,Boeing 747,PHX,0,2024-07-29 16:43:00.000
John F. Kennedy International Airport,11430,JFK,UA,243,#A324AEH,Boeing 747,ORD,0,2024-07-29 16:44:00.000
Denver International Airport,80249,DEN,DLTA,409,#O024GBF,Airbus A380,MSP,0,2024-07-29 16:44:00.000
O'Hare International Airport,60666,ORD,AA,314,#M945JKQ,Airbus A340,IAH,0,2024-07-29 16:45:00.000
Miami International Airport,33126,MIA,DLTA,143,#K255JDF,Boeing 737 MAX,MSP,0,2024-07-29 16:46:00.000
Dallas/Fort Worth International Airport,75261,DFW,AA,270,#P164ATU,Airbus A350,SEA,0,2024-07-29 16:48:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,UA,110,#S271TYU,Airbus A320,LAX,0,2024-07-29 16:52:00.000
Denver International Airport,80249,DEN,AA,499,#R705BPQ,Airbus A380,BOS,0,2024-07-29 17:34:00.000
Miami International Airport,33126,MIA,UA,95,#M237SQE,Airbus A320,FLL,0,2024-07-29 17:35:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,117,#U308UNL,Airbus A320,IAH,0,2024-07-29 17:35:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,UA,266,#T660VAW,Boeing 747,IAH,0,2024-07-29 17:36:00.000
John F. Kennedy International Airport,11430,JFK,AA,130,#A099TQO,Boeing 737,PHX,0,2024-07-29 17:37:00.000
Harry Reid International Airport,89119,LAS,UA,280,#B641AGN,Airbus A350,ORD,0,2024-07-29 17:37:00.000
O'Hare International Airport,60666,ORD,UA,245,#H430HZH,Boeing 747,LAS,0,2024-07-29 17:38:00.000
Charlotte Douglas International Airport,28208,CLT,UA,241,#D713UBQ,Airbus A340,MIA,0,2024-07-29 17:38:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,196,#X493OVZ,Boeing 767,LAX,0,2024-07-29 17:39:00.000
San Francisco International Airport,94128,SFO,AA,290,#T474SUO,Boeing 787 Dreamliner,LAX,0,2024-07-29 17:40:00.000
Los Angeles International Airport,90045,LAX,UA,307,#T144FAA,Airbus A340,ATL,0,2024-07-29 17:42:00.000
Orlando International Airport,32827,MCO,AA,131,#X667JBM,Boeing 737,BOS,0,2024-07-29 17:46:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,235,#S675VMA,Airbus A330,PHX,0,2024-07-29 17:49:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,232,#N218YTF,Airbus A340,MCO,0,2024-07-29 17:51:00.000
Logan International Airport,02128,BOS,DLTA,143,#H526YNK,Boeing 737 MAX,SFO,0,2024-07-29 17:54:00.000
George Bush Intercontinental Airport,77032,IAH,AA,476,#R508XJO,Airbus A380,LAS,0,2024-07-29 17:54:00.000
Newark Liberty International Airport,07114,EWR,UA,99,#C522RXM,Boeing 737,JFK,0,2024-07-29 17:56:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,201,#B541FVQ,Airbus A330,MCO,0,2024-07-29 17:57:00.000
John F. Kennedy International Airport,11430,JFK,AA,156,#K957WSH,Boeing 737 MAX,DEN,0,2024-07-29 18:39:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,383,#O261TVN,Airbus A380,EWR,0,2024-07-29 18:39:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,120,#V382QKO,Airbus A320,CLT,0,2024-07-29 18:39:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,236,#V141JTE,Airbus A340,BOS,0,2024-07-29 18:40:00.000
San Francisco International Airport,94128,SFO,DLTA,115,#E070NJU,Airbus A320neo,SEA,0,2024-07-29 18:41:00.000
Orlando International Airport,32827,MCO,AA,295,#Y133WIP,Airbus A350,LAS,0,2024-07-29 18:43:00.000
Charlotte Douglas International Airport,28208,CLT,AA,189,#X567TEK,Boeing 767,JFK,0,2024-07-29 18:46:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,151,#D790GQJ,Airbus A320neo,ATL,0,2024-07-29 18:46:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,136,#U846TQG,Airbus A320,SFO,0,2024-07-29 18:47:00.000
Miami International Airport,33126,MIA,UA,252,#H626ZAX,Boeing 777,LAX,0,2024-07-29 18:51:00.000
Harry Reid International Airport,89119,LAS,AA,196,#F837NLT,Boeing 767,LAX,0,2024-07-29 18:52:00.000
Los Angeles International Airport,90045,LAX,DLTA,213,#F311QMS,Boeing 767,MSP,0,2024-07-29 18:52:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,UA,100,#H977ELC,Airbus A320,IAH,0,2024-07-29 18:52:00.000
George Bush Intercontinental Airport,77032,IAH,DLTA,102,#D509GHU,Boeing 737,MCO,0,2024-07-29 18:58:00.000
Newark Liberty International Airport,07114,EWR,UA,240,#S728WJH,Airbus A340,IAH,0,2024-07-29 19:00:00.000
Logan International Airport,02128,BOS,DLTA,268,#M171NRA,Airbus A330,DFW,1,2024-07-29 19:00:00.000
O'Hare International Airport,60666,ORD,UA,308,#H876XMP,Airbus A340,LAX,0,2024-07-29 19:01:00.000
Denver International Airport,80249,DEN,AA,95,#P669BVG,Boeing 737,EWR,0,2024-07-29 19:03:00.000
Dallas/Fort Worth International Airport,75261,DFW,AA,296,#T649HAA,Boeing 777,MIA,0,2024-07-29 19:42:00.000
George Bush Intercontinental Airport,77032,IAH,UA,107,#O986RTY,Boeing 737,JFK,0,2024-07-29 19:42:00.000
Logan International Airport,02128,BOS,AA,197,#J597HXM,Boeing 767,LAS,0,2024-07-29 19:43:00.000
San Francisco International Airport,94128,SFO,UA,208,#G646TDO,Boeing 767,BOS,0,2024-07-29 19:45:00.000
Harry Reid International Airport,89119,LAS,DLTA,210,#J100KRN,Boeing 787 Dreamliner,BOS,0,2024-07-29 19:46:00.000
Denver International Airport,80249,DEN,UA,250,#F970NCQ,Boeing 767,SFO,0,2024-07-29 19:48:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,203,#K375TSJ,Boeing 767,EWR,0,2024-07-29 19:48:00.000
Los Angeles International Airport,90045,LAX,DLTA,299,#R052URA,Boeing 747,SFO,0,2024-07-29 19:49:00.000
Newark Liberty International Airport,07114,EWR,UA,109,#R516EBR,Boeing 737,MSP,0,2024-07-29 19:56:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,UA,122,#U996SRX,Airbus A320neo,JFK,0,2024-07-29 19:57:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,143,#F604GKB,Boeing 737 MAX,MIA,0,2024-07-29 19:58:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,UA,139,#Y487GRV,Airbus A320neo,JFK,0,2024-07-29 19:58:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,108,#X393XXH,Boeing 737,FLL,0,2024-07-29 20:00:00.000
O'Hare International Airport,60666,ORD,UA,279,#C442BHZ,Boeing 747,FLL,0,2024-07-29 20:01:00.000
Orlando International Airport,32827,MCO,DLTA,222,#W457YNL,Boeing 767,IAH,0,2024-07-29 20:02:00.000
Charlotte Douglas International Airport,28208,CLT,UA,296,#W344BDJ,Boeing 787 Dreamliner,IAH,0,2024-07-29 20:05:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,132,#T458OHB,Airbus A320,MIA,0,2024-07-29 20:06:00.000
Miami International Airport,33126,MIA,UA,402,#W124MFV,Airbus A380,DEN,0,2024-07-29 20:07:00.000
Los Angeles International Airport,90045,LAX,DLTA,275,#Q951HMS,Boeing 787 Dreamliner,JFK,0,2024-07-29 20:47:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,119,#E817LOX,Boeing 737,BOS,0,2024-07-29 20:49:00.000
Dallas/Fort Worth International Airport,75261,DFW,AA,226,#C754JWD,Airbus A350,FLL,0,2024-07-29 20:53:00.000
Logan International Airport,02128,BOS,UA,299,#U401FAO,Airbus A340,MCO,0,2024-07-29 20:53:00.000
San Francisco International Airport,94128,SFO,UA,281,#X310TUF,Airbus A340,MSP,0,2024-07-29 20:55:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,182,#B095AEB,Boeing 767,PHX,0,2024-07-29 20:57:00.000
Harry Reid International Airport,89119,LAS,UA,117,#B611HZY,Airbus A320neo,EWR,0,2024-07-29 20:58:00.000
Orlando International Airport,32827,MCO,AA,110,#D069ZYT,Airbus A320neo,DEN,0,2024-07-29 20:58:00.000
Miami International Airport,33126,MIA,AA,94,#E950ICI,Airbus A320,BOS,0,2024-07-29 21:01:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,UA,198,#S639WCA,Boeing 767,ORD,0,2024-07-29 21:02:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,233,#E091DSD,Airbus A330,MSP,0,2024-07-29 21:03:00.000
Newark Liberty International Airport,07114,EWR,AA,270,#O677YIQ,Boeing 777,ATL,0,2024-07-29 21:05:00.000
Denver International Airport,80249,DEN,DLTA,249,#Q062RUV,Boeing 767,ORD,0,2024-07-29 21:06:00.000
O'Hare International Airport,60666,ORD,AA,134,#C042AVR,Boeing 737,ATL,0,2024-07-29 21:09:00.000
George Bush Intercontinental Airport,77032,IAH,AA,134,#P484XDR,Airbus A320neo,MIA,0,2024-07-29 21:09:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,283,#E986PIH,Airbus A350,EWR,0,2024-07-29 21:10:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,211,#Z719HBP,Airbus A350,MCO,0,2024-07-29 21:10:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,188,#T726XPQ,Boeing 767,LAS,0,2024-07-29 21:10:00.000
San Francisco International Airport,94128,SFO,UA,280,#Q603VNJ,Airbus A340,MCO,0,2024-07-29 21:51:00.000
Harry Reid International Airport,89119,LAS,AA,271,#N848DBQ,Boeing 787 Dreamliner,PHX,0,2024-07-29 21:53:00.000
Newark Liberty International Airport,07114,EWR,DLTA,204,#W253ZNX,Boeing 767,BOS,0,2024-07-29 21:55:00.000
Los Angeles International Airport,90045,LAX,UA,124,#Q974QTN,Airbus A320,SEA,0,2024-07-29 21:58:00.000
Charlotte Douglas International Airport,28208,CLT,UA,229,#H218ORA,Airbus A330,FLL,0,2024-07-29 22:00:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,126,#B389RJC,Airbus A320,SFO,0,2024-07-29 22:00:00.000
John F. Kennedy International Airport,11430,JFK,AA,99,#D583QRY,Boeing 737,CLT,0,2024-07-29 22:01:00.000
Denver International Airport,80249,DEN,DLTA,239,#A016QVY,Boeing 777,LAS,0,2024-07-29 22:01:00.000
Phoenix Sky Harbor International Airport,85034,PHX,DLTA,288,#S527NWW,Airbus A340,SFO,0,2024-07-29 22:02:00.000
Logan International Airport,02128,BOS,AA,334,#I685FGM,Boeing 747,EWR,0,2024-07-29 22:03:00.000
George Bush Intercontinental Airport,77032,IAH,AA,291,#B583LYR,Boeing 787 Dreamliner,FLL,0,2024-07-29 22:03:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,473,#F654SOC,Airbus A380,IAH,0,2024-07-29 22:03:00.000
O'Hare International Airport,60666,ORD,UA,355,#I801LPJ,Airbus A340,DFW,1,2024-07-29 22:08:00.000
Miami International Airport,33126,MIA,AA,259,#Q770NVP,Airbus A350,SEA,0,2024-07-29 22:10:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,405,#I394VOF,Airbus A380,IAH,0,2024-07-29 22:10:00.000
Orlando International Airport,32827,MCO,AA,266,#O937WUJ,Airbus A350,SEA,0,2024-07-29 22:12:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,106,#C180LWS,Boeing 737,CLT,0,2024-07-29 22:15:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,146,#D177XXT,Airbus A320neo,MIA,0,2024-07-29 22:15:00.000
O'Hare International Airport,60666,ORD,DLTA,216,#W538ITL,Airbus A350,SEA,0,2024-07-30 05:51:00.000
Miami International Airport,33126,MIA,DLTA,128,#O217QJZ,Boeing 737,SEA,0,2024-07-30 05:52:00.000
John F. Kennedy International Airport,11430,JFK,UA,297,#A067LGX,Boeing 777,DFW,0,2024-07-30 05:54:00.000
Harry Reid International Airport,89119,LAS,AA,104,#T926HNB,Airbus A320neo,LAX,0,2024-07-30 05:55:00.000
Los Angeles International Airport,90045,LAX,UA,111,#J244ESV,Airbus A320,MSP,0,2024-07-30 05:55:00.000
Charlotte Douglas International Airport,28208,CLT,AA,242,#S435MLG,Boeing 767,ORD,0,2024-07-30 05:56:00.000
